The robot has lost the wire!
Bus voltage is 23.160425186157227V
Enter "y" to restart driving loop, or "n" to quit: y
|     17 |            |          █ |   2106 |
|     19 |            |            |   1673 |
|     19 |            |            |   1170 |
|     19 |            |            |    725 |
|     17 |            |            |    323 |
|     17 |            |            |      8 |
|     15 |            |            |     12 |
|     15 |            |            |     12 |
|     18 |            |            |     11 |
|     20 |            |            |     11 |
|     18 |            |            |     16 |
|     18 |            |            |     13 |
|     18 |            |            |     14 |
|     19 |            |            |     14 |
|     21 |            |            |     15 |
|     20 |            |            |     13 |
|     21 |            |            |     14 |
|     20 |            |            |     13 |
|     18 |            |            |     14 |
|     18 |            |            |     16 |
|     16 |            |            |     11 |
|     18 |            |            |     14 |
|     21 |            |            |     12 |
|     19 |            |            |     14 |
|     20 |            |            |     13 |
|     20 |            |            |     13 |
|     18 |            |            |     15 |
|     19 |            |            |     15 |
|     19 |            |            |     15 |
|     18 |            |            |     14 |
|     18 |            |            |     14 |
|     18 |            |            |     13 |
|     17 |            |            |     11 |
|     15 |            |            |     11 |
|     15 |            |            |     11 |
|     16 |            |            |     12 |
|     16 |            |            |     14 |
|     18 |            |            |     12 |
|     19 |            |            |     12 |
|     15 |            |            |     13 |
|     14 |            |            |      9 |
|     17 |            |            |     11 |
|     17 |            |            |     12 |
|     16 |            |            |     12 |
|     19 |            |            |     11 |
|     18 |            |            |     14 |
|     20 |            |            |     15 |
|     20 |            |            |     15 |
|     18 |            |            |     13 |
|     18 |            |            |     14 |
|     19 |            |            |    204 |
|     19 |            |            |    488 |
|     18 |            |            |    928 |
