id,time,name,value
2070,2020-04-17 01:04:10.363128,LSM9DS1 X-Magnetometer,0.373
2071,2020-04-17 01:04:10.363128,LSM9DS1 Y-Magnetometer,0.543
2072,2020-04-17 01:04:10.363128,LSM9DS1 Z-Magnetometer,-0.266
2073,2020-04-17 01:04:10.363128,LSM9DS1 X-Gyroscope,-0.35
2074,2020-04-17 01:04:10.363128,LSM9DS1 Y-Gyroscope,-0.639
2075,2020-04-17 01:04:10.363128,LSM9DS1 Z-Gyroscope,1.663
2076,2020-04-17 01:04:10.363128,LSM9DS1 Temperature,6.5
2077,2020-04-17 01:04:10.363128,LSM9DS1 X-Accelerometer Average,-0.05690506329113927
2078,2020-04-17 01:04:10.363128,LSM9DS1 Y-Accelerometer Average,-0.5911962025316452
2079,2020-04-17 01:04:10.363128,LSM9DS1 Z-Accelerometer Average,9.58246835443038
2080,2020-04-17 01:04:11.874098,LSM9DS1 X-Accelerometer,-0.066
2081,2020-04-17 01:04:11.874098,LSM9DS1 Y-Accelerometer,-0.583
2082,2020-04-17 01:04:11.874098,LSM9DS1 Z-Accelerometer,9.54
2083,2020-04-17 01:04:11.874098,LSM9DS1 X-Magnetometer,0.372
2084,2020-04-17 01:04:11.874098,LSM9DS1 Y-Magnetometer,0.554
2085,2020-04-17 01:04:11.874098,LSM9DS1 Z-Magnetometer,-0.258
2086,2020-04-17 01:04:11.874098,LSM9DS1 X-Gyroscope,-0.21
2087,2020-04-17 01:04:11.874098,LSM9DS1 Y-Gyroscope,-0.656
2088,2020-04-17 01:04:11.874098,LSM9DS1 Z-Gyroscope,1.575
2089,2020-04-17 01:04:11.874098,LSM9DS1 Temperature,6.5
2090,2020-04-17 01:04:11.874098,LSM9DS1 X-Accelerometer Average,-0.047677215189873424
2091,2020-04-17 01:04:11.874098,LSM9DS1 Y-Accelerometer Average,-0.5963481012658227
2092,2020-04-17 01:04:11.874098,LSM9DS1 Z-Accelerometer Average,9.576620253164556
2093,2020-04-17 01:04:13.373539,LSM9DS1 X-Accelerometer,-0.008
2094,2020-04-17 01:04:13.373539,LSM9DS1 Y-Accelerometer,-0.583
2095,2020-04-17 01:04:13.373539,LSM9DS1 Z-Accelerometer,9.547
2096,2020-04-17 01:04:13.373539,LSM9DS1 X-Magnetometer,0.378
2097,2020-04-17 01:04:13.373539,LSM9DS1 Y-Magnetometer,0.551
2098,2020-04-17 01:04:13.373539,LSM9DS1 Z-Magnetometer,-0.256
2099,2020-04-17 01:04:13.373539,LSM9DS1 X-Gyroscope,-0.114
2100,2020-04-17 01:04:13.373539,LSM9DS1 Y-Gyroscope,-0.613
2101,2020-04-17 01:04:13.373539,LSM9DS1 Z-Gyroscope,1.785
2102,2020-04-17 01:04:13.373539,LSM9DS1 Temperature,6.5
2103,2020-04-17 01:04:13.373539,LSM9DS1 X-Accelerometer Average,-0.05346835443037974
2104,2020-04-17 01:04:13.373539,LSM9DS1 Y-Accelerometer Average,-0.5948291139240506
2105,2020-04-17 01:04:13.373539,LSM9DS1 Z-Accelerometer Average,9.579708860759496
2106,2020-04-17 01:04:14.875953,LSM9DS1 X-Accelerometer,-0.087
2107,2020-04-17 01:04:14.875953,LSM9DS1 Y-Accelerometer,-0.601
2108,2020-04-17 01:04:14.875953,LSM9DS1 Z-Accelerometer,9.572
2109,2020-04-17 01:04:14.875953,LSM9DS1 X-Magnetometer,0.375
2110,2020-04-17 01:04:14.875953,LSM9DS1 Y-Magnetometer,0.546
2111,2020-04-17 01:04:14.875953,LSM9DS1 Z-Magnetometer,-0.256
2112,2020-04-17 01:04:14.875953,LSM9DS1 X-Gyroscope,-0.245
2113,2020-04-17 01:04:14.875953,LSM9DS1 Y-Gyroscope,-0.508
2114,2020-04-17 01:04:14.875953,LSM9DS1 Z-Gyroscope,1.75
2115,2020-04-17 01:04:14.875953,LSM9DS1 Temperature,6.5
2116,2020-04-17 01:04:14.875953,LSM9DS1 X-Accelerometer Average,-0.05484177215189872
2117,2020-04-17 01:04:14.875953,LSM9DS1 Y-Accelerometer Average,-0.5914367088607594
2118,2020-04-17 01:04:14.875953,LSM9DS1 Z-Accelerometer Average,9.57209493670886
2119,2020-04-17 01:04:16.467321,LSM9DS1 X-Accelerometer,-0.067
2120,2020-04-17 01:04:16.467321,LSM9DS1 Y-Accelerometer,-0.614
2121,2020-04-17 01:04:16.467321,LSM9DS1 Z-Accelerometer,9.575
2122,2020-04-17 01:04:16.467321,LSM9DS1 X-Magnetometer,0.369
2123,2020-04-17 01:04:16.467321,LSM9DS1 Y-Magnetometer,0.539
2124,2020-04-17 01:04:16.467321,LSM9DS1 Z-Magnetometer,-0.256
2125,2020-04-17 01:04:16.467321,LSM9DS1 X-Gyroscope,-0.271
2126,2020-04-17 01:04:16.467321,LSM9DS1 Y-Gyroscope,-0.7
2127,2020-04-17 01:04:16.467321,LSM9DS1 Z-Gyroscope,1.82
2128,2020-04-17 01:04:16.467321,LSM9DS1 Temperature,6.5
2129,2020-04-17 01:04:16.467321,LSM9DS1 X-Accelerometer Average,-0.05569620253164556
2130,2020-04-17 01:04:16.467321,LSM9DS1 Y-Accelerometer Average,-0.5951139240506322
2131,2020-04-17 01:04:16.467321,LSM9DS1 Z-Accelerometer Average,9.577297468354432
2132,2020-04-17 01:04:18.033492,LSM9DS1 X-Accelerometer,-0.047
2133,2020-04-17 01:04:18.033492,LSM9DS1 Y-Accelerometer,-0.614
2134,2020-04-17 01:04:18.033492,LSM9DS1 Z-Accelerometer,9.58
2135,2020-04-17 01:04:18.033492,LSM9DS1 X-Magnetometer,0.378
2136,2020-04-17 01:04:18.033492,LSM9DS1 Y-Magnetometer,0.537
2137,2020-04-17 01:04:18.033492,LSM9DS1 Z-Magnetometer,-0.257
2138,2020-04-17 01:04:18.033492,LSM9DS1 X-Gyroscope,-0.193
2139,2020-04-17 01:04:18.033492,LSM9DS1 Y-Gyroscope,-0.534
2140,2020-04-17 01:04:18.033492,LSM9DS1 Z-Gyroscope,1.636
2141,2020-04-17 01:04:18.033492,LSM9DS1 Temperature,6.5
2142,2020-04-17 01:04:18.033492,LSM9DS1 X-Accelerometer Average,-0.05145569620253165
2143,2020-04-17 01:04:18.033492,LSM9DS1 Y-Accelerometer Average,-0.5900063291139238
2144,2020-04-17 01:04:18.033492,LSM9DS1 Z-Accelerometer Average,9.574556962025316
2145,2020-04-17 01:04:19.542284,LSM9DS1 X-Accelerometer,-0.061
2146,2020-04-17 01:04:19.542284,LSM9DS1 Y-Accelerometer,-0.605
2147,2020-04-17 01:04:19.542284,LSM9DS1 Z-Accelerometer,9.543
2148,2020-04-17 01:04:19.542284,LSM9DS1 X-Magnetometer,0.371
2149,2020-04-17 01:04:19.542284,LSM9DS1 Y-Magnetometer,0.55
2150,2020-04-17 01:04:19.542284,LSM9DS1 Z-Magnetometer,-0.244
2151,2020-04-17 01:04:19.542284,LSM9DS1 X-Gyroscope,-0.298
2152,2020-04-17 01:04:19.542284,LSM9DS1 Y-Gyroscope,-0.516
2153,2020-04-17 01:04:19.542284,LSM9DS1 Z-Gyroscope,2.1
2154,2020-04-17 01:04:19.542284,LSM9DS1 Temperature,6.5
2155,2020-04-17 01:04:19.542284,LSM9DS1 X-Accelerometer Average,-0.05432278481012658
2156,2020-04-17 01:04:19.542284,LSM9DS1 Y-Accelerometer Average,-0.5933670886075949
2157,2020-04-17 01:04:19.542284,LSM9DS1 Z-Accelerometer Average,9.57274683544304
2158,2020-04-17 01:04:21.043089,LSM9DS1 X-Accelerometer,-0.09
2159,2020-04-17 01:04:21.043089,LSM9DS1 Y-Accelerometer,-0.609
2160,2020-04-17 01:04:21.043089,LSM9DS1 Z-Accelerometer,9.56
2161,2020-04-17 01:04:21.043089,LSM9DS1 X-Magnetometer,0.372
2162,2020-04-17 01:04:21.043089,LSM9DS1 Y-Magnetometer,0.552
2163,2020-04-17 01:04:21.043089,LSM9DS1 Z-Magnetometer,-0.257
2164,2020-04-17 01:04:21.043089,LSM9DS1 X-Gyroscope,-0.403
2165,2020-04-17 01:04:21.043089,LSM9DS1 Y-Gyroscope,-0.481
2166,2020-04-17 01:04:21.043089,LSM9DS1 Z-Gyroscope,2.03
2167,2020-04-17 01:04:21.043089,LSM9DS1 Temperature,6.5
2168,2020-04-17 01:04:21.043089,LSM9DS1 X-Accelerometer Average,-0.05330379746835441
2169,2020-04-17 01:04:21.043089,LSM9DS1 Y-Accelerometer Average,-0.5893797468354429
2170,2020-04-17 01:04:21.043089,LSM9DS1 Z-Accelerometer Average,9.578101265822784
2171,2020-04-17 01:04:22.547905,LSM9DS1 X-Accelerometer,-0.059
2172,2020-04-17 01:04:22.547905,LSM9DS1 Y-Accelerometer,-0.595
2173,2020-04-17 01:04:22.547905,LSM9DS1 Z-Accelerometer,9.611
2174,2020-04-17 01:04:22.547905,LSM9DS1 X-Magnetometer,0.376
2175,2020-04-17 01:04:22.547905,LSM9DS1 Y-Magnetometer,0.549
2176,2020-04-17 01:04:22.547905,LSM9DS1 Z-Magnetometer,-0.253
2177,2020-04-17 01:04:22.547905,LSM9DS1 X-Gyroscope,-0.219
2178,2020-04-17 01:04:22.547905,LSM9DS1 Y-Gyroscope,-0.744
2179,2020-04-17 01:04:22.547905,LSM9DS1 Z-Gyroscope,1.803
2180,2020-04-17 01:04:22.547905,LSM9DS1 Temperature,6.5
2181,2020-04-17 01:04:22.547905,LSM9DS1 X-Accelerometer Average,-0.05023417721518987
2182,2020-04-17 01:04:22.547905,LSM9DS1 Y-Accelerometer Average,-0.5956772151898735
2183,2020-04-17 01:04:22.547905,LSM9DS1 Z-Accelerometer Average,9.579582278481013
2184,2020-04-17 01:04:24.148796,LSM9DS1 X-Accelerometer,-0.057
2185,2020-04-17 01:04:24.148796,LSM9DS1 Y-Accelerometer,-0.605
2186,2020-04-17 01:04:24.148796,LSM9DS1 Z-Accelerometer,9.584
2187,2020-04-17 01:04:24.148796,LSM9DS1 X-Magnetometer,0.374
2188,2020-04-17 01:04:24.148796,LSM9DS1 Y-Magnetometer,0.54
2189,2020-04-17 01:04:24.148796,LSM9DS1 Z-Magnetometer,-0.26
2190,2020-04-17 01:04:24.148796,LSM9DS1 X-Gyroscope,-0.21
2191,2020-04-17 01:04:24.148796,LSM9DS1 Y-Gyroscope,-0.586
2192,2020-04-17 01:04:24.148796,LSM9DS1 Z-Gyroscope,1.706
2193,2020-04-17 01:04:24.148796,LSM9DS1 Temperature,6.5
2194,2020-04-17 01:04:24.148796,LSM9DS1 X-Accelerometer Average,-0.05300000000000001
2195,2020-04-17 01:04:24.148796,LSM9DS1 Y-Accelerometer Average,-0.5941392405063288
2196,2020-04-17 01:04:24.148796,LSM9DS1 Z-Accelerometer Average,9.577246835443033
2197,2020-04-17 01:04:25.852532,LSM9DS1 X-Accelerometer,-0.05
2198,2020-04-17 01:04:25.852532,LSM9DS1 Y-Accelerometer,-0.59
2199,2020-04-17 01:04:25.852532,LSM9DS1 Z-Accelerometer,9.553
2200,2020-04-17 01:04:25.852532,LSM9DS1 X-Magnetometer,0.368
2201,2020-04-17 01:04:25.852532,LSM9DS1 Y-Magnetometer,0.549
2202,2020-04-17 01:04:25.852532,LSM9DS1 Z-Magnetometer,-0.258
2203,2020-04-17 01:04:25.852532,LSM9DS1 X-Gyroscope,-0.28
2204,2020-04-17 01:04:25.852532,LSM9DS1 Y-Gyroscope,-0.656
2205,2020-04-17 01:04:25.852532,LSM9DS1 Z-Gyroscope,1.706
2206,2020-04-17 01:04:25.852532,LSM9DS1 Temperature,6.5
2207,2020-04-17 01:04:25.852532,LSM9DS1 X-Accelerometer Average,-0.0521645569620253
2208,2020-04-17 01:04:25.852532,LSM9DS1 Y-Accelerometer Average,-0.590658227848101
2209,2020-04-17 01:04:25.852532,LSM9DS1 Z-Accelerometer Average,9.576132911392405
2210,2020-04-17 01:04:27.356087,LSM9DS1 X-Accelerometer,-0.02
2211,2020-04-17 01:04:27.356087,LSM9DS1 Y-Accelerometer,-0.61
2212,2020-04-17 01:04:27.356087,LSM9DS1 Z-Accelerometer,9.588
2213,2020-04-17 01:04:27.356087,LSM9DS1 X-Magnetometer,0.373
2214,2020-04-17 01:04:27.356087,LSM9DS1 Y-Magnetometer,0.537
2215,2020-04-17 01:04:27.356087,LSM9DS1 Z-Magnetometer,-0.253
2216,2020-04-17 01:04:27.356087,LSM9DS1 X-Gyroscope,-0.289
2217,2020-04-17 01:04:27.356087,LSM9DS1 Y-Gyroscope,-0.411
2218,2020-04-17 01:04:27.356087,LSM9DS1 Z-Gyroscope,1.908
2219,2020-04-17 01:04:27.356087,LSM9DS1 Temperature,6.5
2220,2020-04-17 01:04:27.356087,LSM9DS1 X-Accelerometer Average,-0.056727848101265806
2221,2020-04-17 01:04:27.356087,LSM9DS1 Y-Accelerometer Average,-0.5904999999999999
2222,2020-04-17 01:04:27.356087,LSM9DS1 Z-Accelerometer Average,9.577860759493673
2223,2020-04-17 01:04:28.859614,LSM9DS1 X-Accelerometer,-0.047
2224,2020-04-17 01:04:28.859614,LSM9DS1 Y-Accelerometer,-0.597
2225,2020-04-17 01:04:28.859614,LSM9DS1 Z-Accelerometer,9.618
2226,2020-04-17 01:04:28.859614,LSM9DS1 X-Magnetometer,0.376
2227,2020-04-17 01:04:28.859614,LSM9DS1 Y-Magnetometer,0.548
2228,2020-04-17 01:04:28.859614,LSM9DS1 Z-Magnetometer,-0.249
2229,2020-04-17 01:04:28.859614,LSM9DS1 X-Gyroscope,-0.271
2230,2020-04-17 01:04:28.859614,LSM9DS1 Y-Gyroscope,-0.709
2231,2020-04-17 01:04:28.859614,LSM9DS1 Z-Gyroscope,1.811
2232,2020-04-17 01:04:28.859614,LSM9DS1 Temperature,6.5
2233,2020-04-17 01:04:28.859614,LSM9DS1 X-Accelerometer Average,-0.05700632911392406
2234,2020-04-17 01:04:28.859614,LSM9DS1 Y-Accelerometer Average,-0.5942278481012656
2235,2020-04-17 01:04:28.859614,LSM9DS1 Z-Accelerometer Average,9.579860759493677
2236,2020-04-17 01:04:30.376800,LSM9DS1 X-Accelerometer,-0.006
2237,2020-04-17 01:04:30.376800,LSM9DS1 Y-Accelerometer,-0.605
2238,2020-04-17 01:04:30.376800,LSM9DS1 Z-Accelerometer,9.555
2239,2020-04-17 01:04:30.376800,LSM9DS1 X-Magnetometer,0.371
2240,2020-04-17 01:04:30.376800,LSM9DS1 Y-Magnetometer,0.538
2241,2020-04-17 01:04:30.376800,LSM9DS1 Z-Magnetometer,-0.262
2242,2020-04-17 01:04:30.376800,LSM9DS1 X-Gyroscope,-0.114
2243,2020-04-17 01:04:30.376800,LSM9DS1 Y-Gyroscope,-0.595
2244,2020-04-17 01:04:30.376800,LSM9DS1 Z-Gyroscope,1.89
2245,2020-04-17 01:04:30.376800,LSM9DS1 Temperature,6.5
2246,2020-04-17 01:04:30.376800,LSM9DS1 X-Accelerometer Average,-0.057936708860759495
2247,2020-04-17 01:04:30.376800,LSM9DS1 Y-Accelerometer Average,-0.5895506329113925
2248,2020-04-17 01:04:30.376800,LSM9DS1 Z-Accelerometer Average,9.57642405063292
2249,2020-04-17 01:04:31.797911,LSM9DS1 X-Accelerometer,-0.057
2250,2020-04-17 01:04:31.797911,LSM9DS1 Y-Accelerometer,-0.584
2251,2020-04-17 01:04:31.797911,LSM9DS1 Z-Accelerometer,9.537
2252,2020-04-17 01:04:31.797911,LSM9DS1 X-Magnetometer,0.376
2253,2020-04-17 01:04:31.797911,LSM9DS1 Y-Magnetometer,0.547
2254,2020-04-17 01:04:31.797911,LSM9DS1 Z-Magnetometer,-0.255
2255,2020-04-17 01:04:31.797911,LSM9DS1 X-Gyroscope,-0.201
2256,2020-04-17 01:04:31.797911,LSM9DS1 Y-Gyroscope,-0.586
2257,2020-04-17 01:04:31.797911,LSM9DS1 Z-Gyroscope,1.671
2258,2020-04-17 01:04:31.797911,LSM9DS1 Temperature,6.5
2259,2020-04-17 01:04:31.797911,LSM9DS1 X-Accelerometer Average,-0.053069620253164564
2260,2020-04-17 01:04:31.797911,LSM9DS1 Y-Accelerometer Average,-0.592487341772152
2261,2020-04-17 01:04:31.797911,LSM9DS1 Z-Accelerometer Average,9.579474683544303
2262,2020-04-17 01:04:33.191517,LSM9DS1 X-Accelerometer,-0.048
2263,2020-04-17 01:04:33.191517,LSM9DS1 Y-Accelerometer,-0.601
2264,2020-04-17 01:04:33.191517,LSM9DS1 Z-Accelerometer,9.562
2265,2020-04-17 01:04:33.191517,LSM9DS1 X-Magnetometer,0.372
2266,2020-04-17 01:04:33.191517,LSM9DS1 Y-Magnetometer,0.543
2267,2020-04-17 01:04:33.191517,LSM9DS1 Z-Magnetometer,-0.263
2268,2020-04-17 01:04:33.191517,LSM9DS1 X-Gyroscope,-0.114
2269,2020-04-17 01:04:33.191517,LSM9DS1 Y-Gyroscope,-0.639
2270,2020-04-17 01:04:33.191517,LSM9DS1 Z-Gyroscope,1.803
2271,2020-04-17 01:04:33.191517,LSM9DS1 Temperature,6.5
2272,2020-04-17 01:04:33.191517,LSM9DS1 X-Accelerometer Average,-0.0535253164556962
2273,2020-04-17 01:04:33.191517,LSM9DS1 Y-Accelerometer Average,-0.5933291139240504
2274,2020-04-17 01:04:33.191517,LSM9DS1 Z-Accelerometer Average,9.578443037974685
2275,2020-04-17 01:04:34.870093,LSM9DS1 X-Accelerometer,-0.014
2276,2020-04-17 01:04:34.870093,LSM9DS1 Y-Accelerometer,-0.589
2277,2020-04-17 01:04:34.870093,LSM9DS1 Z-Accelerometer,9.564
2278,2020-04-17 01:04:34.870093,LSM9DS1 X-Magnetometer,0.368
2279,2020-04-17 01:04:34.870093,LSM9DS1 Y-Magnetometer,0.544
2280,2020-04-17 01:04:34.870093,LSM9DS1 Z-Magnetometer,-0.271
2281,2020-04-17 01:04:34.870093,LSM9DS1 X-Gyroscope,-0.315
2282,2020-04-17 01:04:34.870093,LSM9DS1 Y-Gyroscope,-0.481
2283,2020-04-17 01:04:34.870093,LSM9DS1 Z-Gyroscope,1.811
2284,2020-04-17 01:04:34.870093,LSM9DS1 Temperature,6.5
2285,2020-04-17 01:04:34.870093,LSM9DS1 X-Accelerometer Average,-0.05360759493670883
2286,2020-04-17 01:04:34.870093,LSM9DS1 Y-Accelerometer Average,-0.593658227848101
2287,2020-04-17 01:04:34.870093,LSM9DS1 Z-Accelerometer Average,9.576348101265822
2288,2020-04-17 01:04:36.264558,LSM9DS1 X-Accelerometer,-0.014
2289,2020-04-17 01:04:36.264558,LSM9DS1 Y-Accelerometer,-0.598
2290,2020-04-17 01:04:36.264558,LSM9DS1 Z-Accelerometer,9.543
2291,2020-04-17 01:04:36.264558,LSM9DS1 X-Magnetometer,0.368
2292,2020-04-17 01:04:36.264558,LSM9DS1 Y-Magnetometer,0.535
2293,2020-04-17 01:04:36.264558,LSM9DS1 Z-Magnetometer,-0.25
2294,2020-04-17 01:04:36.264558,LSM9DS1 X-Gyroscope,-0.333
2295,2020-04-17 01:04:36.264558,LSM9DS1 Y-Gyroscope,-0.7
2296,2020-04-17 01:04:36.264558,LSM9DS1 Z-Gyroscope,1.785
2297,2020-04-17 01:04:36.264558,LSM9DS1 Temperature,6.5
2298,2020-04-17 01:04:36.264558,LSM9DS1 X-Accelerometer Average,-0.05728930817610063
2299,2020-04-17 01:04:36.264558,LSM9DS1 Y-Accelerometer Average,-0.5960125786163519
2300,2020-04-17 01:04:36.264558,LSM9DS1 Z-Accelerometer Average,9.577270440251569
2301,2020-04-17 01:04:37.662570,LSM9DS1 X-Accelerometer,-0.037
2302,2020-04-17 01:04:37.662570,LSM9DS1 Y-Accelerometer,-0.592
2303,2020-04-17 01:04:37.662570,LSM9DS1 Z-Accelerometer,9.595
2304,2020-04-17 01:04:37.662570,LSM9DS1 X-Magnetometer,0.375
2305,2020-04-17 01:04:37.662570,LSM9DS1 Y-Magnetometer,0.543
2306,2020-04-17 01:04:37.662570,LSM9DS1 Z-Magnetometer,-0.273
2307,2020-04-17 01:04:37.662570,LSM9DS1 X-Gyroscope,-0.184
2308,2020-04-17 01:04:37.662570,LSM9DS1 Y-Gyroscope,-0.551
2309,2020-04-17 01:04:37.662570,LSM9DS1 Z-Gyroscope,1.881
2310,2020-04-17 01:04:37.662570,LSM9DS1 Temperature,6.5
2311,2020-04-17 01:04:37.662570,LSM9DS1 X-Accelerometer Average,-0.0561698113207547
2312,2020-04-17 01:04:37.662570,LSM9DS1 Y-Accelerometer Average,-0.5925157232704398
2313,2020-04-17 01:04:37.662570,LSM9DS1 Z-Accelerometer Average,9.576761006289308
2314,2020-04-17 01:04:39.047782,LSM9DS1 X-Accelerometer,-0.09
2315,2020-04-17 01:04:39.047782,LSM9DS1 Y-Accelerometer,-0.566
2316,2020-04-17 01:04:39.047782,LSM9DS1 Z-Accelerometer,9.634
2317,2020-04-17 01:04:39.047782,LSM9DS1 X-Magnetometer,0.367
2318,2020-04-17 01:04:39.047782,LSM9DS1 Y-Magnetometer,0.543
2319,2020-04-17 01:04:39.047782,LSM9DS1 Z-Magnetometer,-0.269
2320,2020-04-17 01:04:39.047782,LSM9DS1 X-Gyroscope,-0.236
2321,2020-04-17 01:04:39.047782,LSM9DS1 Y-Gyroscope,-0.49
2322,2020-04-17 01:04:39.047782,LSM9DS1 Z-Gyroscope,1.794
2323,2020-04-17 01:04:39.047782,LSM9DS1 Temperature,6.5
2324,2020-04-17 01:04:39.047782,LSM9DS1 X-Accelerometer Average,-0.05288679245283019
2325,2020-04-17 01:04:39.047782,LSM9DS1 Y-Accelerometer Average,-0.5901320754716975
2326,2020-04-17 01:04:39.047782,LSM9DS1 Z-Accelerometer Average,9.578930817610058
2327,2020-04-17 01:04:40.434188,LSM9DS1 X-Accelerometer,-0.026
2328,2020-04-17 01:04:40.434188,LSM9DS1 Y-Accelerometer,-0.583
2329,2020-04-17 01:04:40.434188,LSM9DS1 Z-Accelerometer,9.576
2330,2020-04-17 01:04:40.434188,LSM9DS1 X-Magnetometer,0.366
2331,2020-04-17 01:04:40.434188,LSM9DS1 Y-Magnetometer,0.546
2332,2020-04-17 01:04:40.434188,LSM9DS1 Z-Magnetometer,-0.27
2333,2020-04-17 01:04:40.434188,LSM9DS1 X-Gyroscope,-0.236
2334,2020-04-17 01:04:40.434188,LSM9DS1 Y-Gyroscope,-0.805
2335,2020-04-17 01:04:40.434188,LSM9DS1 Z-Gyroscope,1.61
2336,2020-04-17 01:04:40.434188,LSM9DS1 Temperature,6.5
2337,2020-04-17 01:04:40.434188,LSM9DS1 X-Accelerometer Average,-0.05622151898734174
2338,2020-04-17 01:04:40.434188,LSM9DS1 Y-Accelerometer Average,-0.5965696202531643
2339,2020-04-17 01:04:40.434188,LSM9DS1 Z-Accelerometer Average,9.573924050632915
2340,2020-04-17 01:04:42.143372,LSM9DS1 X-Accelerometer,-0.106
2341,2020-04-17 01:04:42.143372,LSM9DS1 Y-Accelerometer,-0.58
2342,2020-04-17 01:04:42.143372,LSM9DS1 Z-Accelerometer,9.513
2343,2020-04-17 01:04:42.143372,LSM9DS1 X-Magnetometer,0.371
2344,2020-04-17 01:04:42.143372,LSM9DS1 Y-Magnetometer,0.542
2345,2020-04-17 01:04:42.143372,LSM9DS1 Z-Magnetometer,-0.256
2346,2020-04-17 01:04:42.143372,LSM9DS1 X-Gyroscope,-0.184
2347,2020-04-17 01:04:42.143372,LSM9DS1 Y-Gyroscope,-0.56
2348,2020-04-17 01:04:42.143372,LSM9DS1 Z-Gyroscope,1.698
2349,2020-04-17 01:04:42.143372,LSM9DS1 Temperature,6.5
2350,2020-04-17 01:04:42.143372,LSM9DS1 X-Accelerometer Average,-0.05227848101265824
2351,2020-04-17 01:04:42.143372,LSM9DS1 Y-Accelerometer Average,-0.5930063291139237
2352,2020-04-17 01:04:42.143372,LSM9DS1 Z-Accelerometer Average,9.575715189873423
2353,2020-04-17 01:04:43.680833,LSM9DS1 X-Accelerometer,-0.053
2354,2020-04-17 01:04:43.680833,LSM9DS1 Y-Accelerometer,-0.585
2355,2020-04-17 01:04:43.680833,LSM9DS1 Z-Accelerometer,9.601
2356,2020-04-17 01:04:43.680833,LSM9DS1 X-Magnetometer,0.372
2357,2020-04-17 01:04:43.680833,LSM9DS1 Y-Magnetometer,0.547
2358,2020-04-17 01:04:43.680833,LSM9DS1 Z-Magnetometer,-0.26
2359,2020-04-17 01:04:43.680833,LSM9DS1 X-Gyroscope,-0.201
2360,2020-04-17 01:04:43.680833,LSM9DS1 Y-Gyroscope,-0.534
2361,2020-04-17 01:04:43.680833,LSM9DS1 Z-Gyroscope,1.733
2362,2020-04-17 01:04:43.680833,LSM9DS1 Temperature,6.5
2363,2020-04-17 01:04:43.680833,LSM9DS1 X-Accelerometer Average,-0.051651898734177214
2364,2020-04-17 01:04:43.680833,LSM9DS1 Y-Accelerometer Average,-0.5887784810126582
2365,2020-04-17 01:04:43.680833,LSM9DS1 Z-Accelerometer Average,9.575575949367096
2366,2020-04-17 01:04:45.188385,LSM9DS1 X-Accelerometer,-0.1
2367,2020-04-17 01:04:45.188385,LSM9DS1 Y-Accelerometer,-0.59
2368,2020-04-17 01:04:45.188385,LSM9DS1 Z-Accelerometer,9.592
2369,2020-04-17 01:04:45.188385,LSM9DS1 X-Magnetometer,0.368
2370,2020-04-17 01:04:45.188385,LSM9DS1 Y-Magnetometer,0.546
2371,2020-04-17 01:04:45.188385,LSM9DS1 Z-Magnetometer,-0.251
2372,2020-04-17 01:04:45.188385,LSM9DS1 X-Gyroscope,-0.236
2373,2020-04-17 01:04:45.188385,LSM9DS1 Y-Gyroscope,-0.796
2374,2020-04-17 01:04:45.188385,LSM9DS1 Z-Gyroscope,1.908
2375,2020-04-17 01:04:45.188385,LSM9DS1 Temperature,6.5
2376,2020-04-17 01:04:45.188385,LSM9DS1 X-Accelerometer Average,-0.05133544303797467
2377,2020-04-17 01:04:45.188385,LSM9DS1 Y-Accelerometer Average,-0.5914683544303793
2378,2020-04-17 01:04:45.188385,LSM9DS1 Z-Accelerometer Average,9.578563291139245
2379,2020-04-17 01:04:46.692641,LSM9DS1 X-Accelerometer,-0.021
2380,2020-04-17 01:04:46.692641,LSM9DS1 Y-Accelerometer,-0.622
2381,2020-04-17 01:04:46.692641,LSM9DS1 Z-Accelerometer,9.636
2382,2020-04-17 01:04:46.692641,LSM9DS1 X-Magnetometer,0.373
2383,2020-04-17 01:04:46.692641,LSM9DS1 Y-Magnetometer,0.541
2384,2020-04-17 01:04:46.692641,LSM9DS1 Z-Magnetometer,-0.252
2385,2020-04-17 01:04:46.692641,LSM9DS1 X-Gyroscope,-0.175
2386,2020-04-17 01:04:46.692641,LSM9DS1 Y-Gyroscope,-0.446
2387,2020-04-17 01:04:46.692641,LSM9DS1 Z-Gyroscope,1.943
2388,2020-04-17 01:04:46.692641,LSM9DS1 Temperature,6.5
2389,2020-04-17 01:04:46.692641,LSM9DS1 X-Accelerometer Average,-0.052462025316455684
2390,2020-04-17 01:04:46.692641,LSM9DS1 Y-Accelerometer Average,-0.5927848101265821
2391,2020-04-17 01:04:46.692641,LSM9DS1 Z-Accelerometer Average,9.575101265822779
2392,2020-04-17 01:04:48.178020,LSM9DS1 X-Accelerometer,-0.047
2393,2020-04-17 01:04:48.178020,LSM9DS1 Y-Accelerometer,-0.602
2394,2020-04-17 01:04:48.178020,LSM9DS1 Z-Accelerometer,9.596
2395,2020-04-17 01:04:48.178020,LSM9DS1 X-Magnetometer,0.37
2396,2020-04-17 01:04:48.178020,LSM9DS1 Y-Magnetometer,0.534
2397,2020-04-17 01:04:48.178020,LSM9DS1 Z-Magnetometer,-0.253
2398,2020-04-17 01:04:48.178020,LSM9DS1 X-Gyroscope,-0.175
2399,2020-04-17 01:04:48.178020,LSM9DS1 Y-Gyroscope,-0.289
